TMAX_C,TMIN_C,PRCP_mm,WIND_m_s,SUN_sec,date,SUN_min,Bee_Activity
4.7,-2.0,4.3,6.49,0.0,2024-03-24,0.0,Poor
14.2,4.6,4.5,5.55,7200.0,2024-03-25,120.0,Poor
9.7,-3.3,5.7,7.36,7765.21,2024-03-26,129.42016666666666,Poor
4.2,-3.5,0.0,6.9,35822.33,2024-03-27,597.0388333333334,Poor
7.3,-5.5,0.0,3.21,41983.99,2024-03-28,699.7331666666666,Moderate
12.7,-3.5,4.2,5.26,31638.65,2024-03-29,527.3108333333333,Poor
13.2,2.9,9.4,4.9,42302.72,2024-03-30,705.0453333333334,Poor
12.7,1.5,0.0,2.8,15991.94,2024-03-31,266.5323333333333,Poor
9.3,1.9,6.1,6.45,7200.0,2024-04-01,120.0,Poor
2.4,1.0,19.7,7.32,0.0,2024-04-02,0.0,Poor
1.9,0.5,8.5,9.95,0.0,2024-04-03,0.0,Poor
7.1,-0.2,0.3,7.2,6246.27,2024-04-04,104.1045,Poor
10.9,-2.3,0.0,4.83,42959.84,2024-04-05,715.9973333333332,Poor
12.8,-1.8,0.0,6.05,43062.04,2024-04-06,717.7006666666667,Poor
11.6,3.3,7.8,7.96,10843.94,2024-04-07,180.7323333333333,Poor
17.5,7.0,0.0,7.78,41409.39,2024-04-08,690.1564999999999,Moderate
16.3,4.5,0.0,6.1,40634.55,2024-04-09,677.2425000000001,Moderate
20.0,5.9,0.0,4.88,40075.18,2024-04-10,667.9196666666667,Optimal
17.8,7.0,1.2,5.19,33443.76,2024-04-11,557.3960000000001,Moderate
16.1,7.2,0.1,7.95,43613.94,2024-04-12,726.899,Moderate
21.7,3.9,0.0,6.05,41601.2,2024-04-13,693.3533333333332,Optimal
25.7,13.4,0.0,5.52,43855.27,2024-04-14,730.9211666666666,Optimal
22.7,7.6,0.0,4.08,43907.61,2024-04-15,731.7935,Optimal
18.4,9.8,13.9,9.11,5513.83,2024-04-16,91.89716666666666,Poor
16.5,9.8,3.9,8.13,12635.01,2024-04-17,210.5835,Poor
11.3,5.7,2.6,4.98,8087.88,2024-04-18,134.798,Poor
11.2,1.7,0.0,9.29,43827.4,2024-04-19,730.4566666666667,Poor
5.6,-0.1,0.0,5.39,13984.75,2024-04-20,233.07916666666668,Poor
14.2,-0.1,0.0,4.92,45469.41,2024-04-21,757.8235000000001,Poor
17.6,2.9,0.0,7.84,40710.69,2024-04-22,678.5115000000001,Moderate
17.1,8.5,1.9,7.74,37291.52,2024-04-23,621.5253333333333,Moderate
12.8,0.7,0.0,4.65,46465.96,2024-04-24,774.4326666666667,Poor
16.0,3.7,0.0,4.47,44995.34,2024-04-25,749.9223333333333,Moderate
13.8,6.0,11.8,7.43,3600.0,2024-04-26,60.0,Poor
24.1,15.2,19.4,8.41,41763.87,2024-04-27,696.0645000000001,Moderate
14.6,8.7,11.4,5.39,0.0,2024-04-28,0.0,Poor
16.8,9.1,1.1,6.31,25682.61,2024-04-29,428.0435,Poor
22.8,6.7,0.9,6.76,41637.86,2024-04-30,693.9643333333333,Optimal
20.3,11.2,0.6,7.52,40091.88,2024-05-01,668.198,Optimal
20.7,11.3,19.6,6.53,455.25,2024-05-02,7.5875,Moderate
21.8,6.2,0.0,3.31,47794.24,2024-05-03,796.5706666666666,Optimal
21.4,9.5,6.1,5.87,24133.57,2024-05-04,402.2261666666666,Moderate
19.7,6.2,0.0,2.66,48073.0,2024-05-05,801.2166666666667,Moderate
22.4,8.3,0.0,5.7,48209.38,2024-05-06,803.4896666666666,Optimal
22.8,14.3,21.5,5.75,28599.08,2024-05-07,476.65133333333335,Moderate
24.8,10.2,0.0,3.62,48475.38,2024-05-08,807.923,Optimal
17.0,11.1,12.7,4.3,22417.37,2024-05-09,373.6228333333333,Poor
21.6,7.9,0.4,6.28,45122.5,2024-05-10,752.0416666666666,Optimal
20.4,8.9,0.0,4.97,48855.42,2024-05-11,814.257,Optimal
25.9,10.9,1.5,5.52,48137.3,2024-05-12,802.2883333333334,Moderate
23.8,13.7,0.0,4.31,35679.64,2024-05-13,594.6606666666667,Optimal
20.1,11.6,0.0,4.66,48445.2,2024-05-14,807.42,Optimal
21.9,8.3,0.0,3.26,43553.35,2024-05-15,725.8891666666666,Optimal
23.5,13.4,4.4,5.53,40529.15,2024-05-16,675.4858333333334,Moderate
25.2,10.8,0.1,3.91,49558.48,2024-05-17,825.9746666666667,Optimal
28.7,14.8,3.0,6.4,46698.97,2024-05-18,778.3161666666667,Moderate
24.3,12.4,0.0,4.22,35686.77,2024-05-19,594.7795,Optimal
24.4,15.1,12.1,5.17,21023.1,2024-05-20,350.385,Moderate
28.0,16.1,32.1,8.77,13459.31,2024-05-21,224.32183333333333,Moderate
21.8,13.6,0.4,7.59,40197.15,2024-05-22,669.9525,Optimal
24.2,11.3,0.5,4.6,50184.7,2024-05-23,836.4116666666666,Optimal
25.6,14.1,15.3,8.84,14400.0,2024-05-24,240.0,Moderate
24.1,9.0,0.0,5.31,48875.09,2024-05-25,814.5848333333332,Optimal
17.3,12.8,28.4,5.8,1511.93,2024-05-26,25.198833333333333,Poor
21.0,11.5,1.1,5.24,49576.63,2024-05-27,826.2771666666666,Moderate
18.6,10.9,3.2,6.52,49006.04,2024-05-28,816.7673333333333,Moderate
20.8,8.6,0.0,3.05,48779.96,2024-05-29,812.9993333333333,Optimal
22.4,9.8,0.0,3.94,50400.0,2024-05-30,840.0,Optimal
25.5,11.7,0.0,4.13,44200.14,2024-05-31,736.669,Optimal
21.0,14.3,8.5,2.91,23167.46,2024-06-01,386.1243333333333,Moderate
24.8,12.2,0.0,3.3,43363.41,2024-06-02,722.7235000000001,Optimal
24.6,17.8,4.1,6.26,37033.39,2024-06-03,617.2231666666667,Moderate
28.3,19.5,5.1,5.66,36645.12,2024-06-04,610.7520000000001,Moderate
26.3,15.8,2.8,7.14,39600.0,2024-06-05,660.0,Moderate
20.9,15.0,0.0,9.17,49141.05,2024-06-06,819.0175,Optimal
23.3,13.8,0.0,5.31,50040.07,2024-06-07,834.0011666666667,Optimal
21.7,12.6,4.0,4.25,30589.75,2024-06-08,509.82916666666665,Moderate
22.7,12.6,0.0,7.86,50400.0,2024-06-09,840.0,Optimal
21.3,9.5,0.0,4.23,50514.25,2024-06-10,841.9041666666667,Optimal
22.8,11.4,0.2,4.82,39529.36,2024-06-11,658.8226666666667,Optimal
29.6,13.8,0.2,6.29,37565.86,2024-06-12,626.0976666666667,Optimal
26.9,18.3,0.3,5.16,35056.62,2024-06-13,584.277,Optimal
25.8,16.4,0.0,4.06,50400.0,2024-06-14,840.0,Optimal
25.2,15.2,0.0,5.89,17732.29,2024-06-15,295.53816666666665,Moderate
31.3,19.9,8.5,6.13,36111.29,2024-06-16,601.8548333333333,Moderate
30.1,21.1,12.6,5.69,29317.15,2024-06-17,488.6191666666667,Moderate
31.1,23.0,2.8,8.12,46848.3,2024-06-18,780.8050000000001,Moderate
27.0,18.3,11.3,5.66,1910.84,2024-06-19,31.84733333333333,Moderate
25.1,17.3,1.9,3.72,23119.56,2024-06-20,385.326,Moderate
29.1,18.6,7.7,3.94,38333.04,2024-06-21,638.884,Moderate
27.5,20.5,41.0,5.51,20909.33,2024-06-22,348.4888333333334,Moderate
26.6,17.4,0.0,5.46,43391.9,2024-06-23,723.1983333333334,Optimal
30.2,16.2,2.8,7.23,46800.0,2024-06-24,780.0,Moderate
30.7,22.0,2.3,6.51,48939.43,2024-06-25,815.6571666666666,Moderate
27.3,18.5,0.7,6.19,44008.59,2024-06-26,733.4765,Optimal
25.1,13.4,0.1,4.38,35964.92,2024-06-27,599.4153333333333,Optimal
23.4,14.6,24.0,5.9,0.0,2024-06-28,0.0,Moderate
27.5,17.0,0.4,6.32,50673.48,2024-06-29,844.5580000000001,Optimal
21.7,12.2,0.0,3.52,50754.18,2024-06-30,845.903,Optimal
23.0,12.1,0.0,4.7,42300.69,2024-07-01,705.0115000000001,Optimal
23.1,15.9,46.0,6.89,2199.88,2024-07-02,36.66466666666667,Moderate
29.0,17.9,0.0,5.56,49845.42,2024-07-03,830.757,Optimal
24.6,18.5,18.6,4.78,20023.17,2024-07-04,333.7195,Moderate
23.5,16.9,2.1,4.53,44197.1,2024-07-05,736.6183333333333,Moderate
25.9,14.4,0.0,2.55,50464.77,2024-07-06,841.0794999999999,Optimal
26.4,17.3,14.3,5.2,43200.0,2024-07-07,720.0,Moderate
26.8,18.2,1.8,3.81,46360.75,2024-07-08,772.6791666666667,Moderate
27.2,16.6,0.0,2.62,36337.15,2024-07-09,605.6191666666667,Optimal
28.3,18.2,0.3,2.7,45889.71,2024-07-10,764.8285,Optimal
27.3,18.1,0.6,2.42,46908.09,2024-07-11,781.8014999999999,Optimal
28.9,17.4,0.1,2.72,50142.74,2024-07-12,835.7123333333333,Optimal
30.0,19.7,1.3,5.31,46391.2,2024-07-13,773.1866666666666,Moderate
31.2,21.4,11.0,4.88,39600.0,2024-07-14,660.0,Moderate
31.0,19.0,0.0,3.92,31862.55,2024-07-15,531.0425,Moderate
27.2,20.1,0.1,4.47,49849.57,2024-07-16,830.8261666666666,Optimal
23.4,15.8,0.0,5.15,49799.94,2024-07-17,829.999,Optimal
22.9,11.9,0.0,2.38,37374.96,2024-07-18,622.9159999999999,Optimal
25.1,15.9,0.0,2.66,45647.16,2024-07-19,760.7860000000001,Optimal
26.4,16.2,0.3,2.79,47382.3,2024-07-20,789.705,Optimal
25.6,17.7,12.4,4.12,42164.96,2024-07-21,702.7493333333333,Moderate
27.3,16.4,0.6,3.02,43731.81,2024-07-22,728.8634999999999,Optimal
27.4,18.4,4.3,3.47,45809.53,2024-07-23,763.4921666666667,Optimal
25.3,16.5,0.5,2.77,48975.5,2024-07-24,816.2583333333333,Optimal
25.9,15.0,0.0,2.62,49371.77,2024-07-25,822.8628333333332,Optimal
27.9,15.5,0.0,3.62,49315.59,2024-07-26,821.9264999999999,Optimal
29.8,18.3,0.0,4.32,49051.06,2024-07-27,817.5176666666666,Optimal
28.4,19.3,3.9,3.99,38869.8,2024-07-28,647.83,Moderate
29.5,20.6,11.7,3.86,41193.75,2024-07-29,686.5625,Moderate
31.0,18.3,0.8,3.49,41740.66,2024-07-30,695.6776666666667,Moderate
32.8,20.8,1.0,3.18,45431.46,2024-07-31,757.191,Moderate
28.9,20.7,6.6,5.19,38851.68,2024-08-01,647.528,Moderate
30.8,20.3,0.1,4.1,48167.9,2024-08-02,802.7983333333334,Moderate
30.7,19.4,0.0,3.26,48400.23,2024-08-03,806.6705000000001,Moderate
32.1,20.7,6.6,3.1,47761.6,2024-08-04,796.0266666666666,Moderate
29.9,21.0,19.3,5.95,35510.43,2024-08-05,591.8405,Moderate
24.6,14.5,11.7,8.63,47663.53,2024-08-06,794.3921666666666,Moderate
25.4,14.4,0.0,2.75,45015.74,2024-08-07,750.2623333333333,Optimal
24.4,16.3,2.1,5.46,36283.79,2024-08-08,604.7298333333333,Moderate
20.2,12.9,0.4,5.77,44708.41,2024-08-09,745.1401666666667,Optimal
21.6,12.4,0.0,5.46,44841.61,2024-08-10,747.3601666666667,Optimal
24.2,13.1,0.0,3.16,46552.09,2024-08-11,775.8681666666666,Optimal
26.0,15.7,0.0,2.15,45639.6,2024-08-12,760.66,Optimal
27.5,16.1,0.0,3.01,46702.84,2024-08-13,778.3806666666666,Optimal
27.7,15.9,1.7,4.95,29709.98,2024-08-14,495.1663333333333,Moderate
27.4,19.0,36.8,6.38,12837.42,2024-08-15,213.957,Moderate
25.9,18.1,12.1,5.0,38840.09,2024-08-16,647.3348333333332,Moderate
24.9,18.6,0.4,4.8,23260.85,2024-08-17,387.6808333333333,Moderate
26.7,16.8,0.0,4.73,45573.99,2024-08-18,759.5665,Optimal
24.4,14.9,0.0,3.63,45563.96,2024-08-19,759.3993333333333,Optimal
22.6,14.7,0.0,3.41,43547.72,2024-08-20,725.7953333333334,Optimal
23.2,12.2,0.0,2.69,44848.62,2024-08-21,747.4770000000001,Optimal
23.6,12.5,0.0,4.23,44089.49,2024-08-22,734.8248333333333,Optimal
26.1,14.8,0.0,3.86,43791.22,2024-08-23,729.8536666666666,Optimal
30.6,16.2,0.0,3.26,43885.41,2024-08-24,731.4235000000001,Moderate
31.8,22.0,0.4,5.7,36335.8,2024-08-25,605.5966666666667,Moderate
34.4,22.4,16.1,5.22,43238.71,2024-08-26,720.6451666666667,Moderate
32.4,23.0,0.0,5.99,43463.14,2024-08-27,724.3856666666667,Moderate
28.2,20.5,0.6,4.11,43457.5,2024-08-28,724.2916666666666,Optimal
29.5,20.0,12.9,4.97,25356.61,2024-08-29,422.61016666666666,Moderate
26.0,18.4,5.6,4.51,29995.77,2024-08-30,499.9295,Moderate
27.7,16.5,0.0,4.47,43359.5,2024-08-31,722.6583333333333,Optimal
22.6,15.0,0.0,4.72,43200.0,2024-09-01,720.0,Optimal
23.1,11.3,0.0,2.6,43200.0,2024-09-02,720.0,Optimal
23.9,13.1,0.0,4.13,43203.08,2024-09-03,720.0513333333333,Optimal
25.3,12.7,0.0,4.03,43200.0,2024-09-04,720.0,Optimal
24.9,16.3,3.4,4.24,22124.58,2024-09-05,368.74300000000005,Moderate
19.5,12.4,0.6,4.61,37096.32,2024-09-06,618.272,Moderate
18.0,6.9,0.0,3.14,43003.53,2024-09-07,716.7255,Moderate
23.4,10.5,0.0,5.5,41943.53,2024-09-08,699.0588333333333,Optimal
26.1,13.8,0.0,3.44,42666.57,2024-09-09,711.1095,Optimal
26.9,14.3,0.0,5.41,41592.23,2024-09-10,693.2038333333334,Optimal
28.6,15.4,0.0,3.94,42325.2,2024-09-11,705.42,Optimal
29.3,16.0,0.0,3.68,42152.78,2024-09-12,702.5463333333333,Optimal
27.7,17.6,0.0,4.22,28123.8,2024-09-13,468.73,Moderate
28.2,18.9,0.1,3.45,27126.32,2024-09-14,452.1053333333333,Optimal
30.6,18.9,0.0,3.32,41629.92,2024-09-15,693.832,Moderate
28.9,17.8,0.0,2.95,35979.51,2024-09-16,599.6585,Optimal
29.3,17.7,0.0,3.8,41277.68,2024-09-17,687.9613333333333,Optimal
28.9,15.6,0.0,3.86,37236.23,2024-09-18,620.6038333333333,Optimal
29.5,18.2,2.8,6.44,33751.47,2024-09-19,562.5245,Moderate
28.6,18.5,0.1,4.4,40745.87,2024-09-20,679.0978333333334,Optimal
30.4,18.0,26.7,6.5,32616.31,2024-09-21,543.6051666666667,Moderate
21.0,13.6,14.3,5.56,25977.76,2024-09-22,432.9626666666666,Moderate
20.0,9.4,0.0,3.04,38624.12,2024-09-23,643.7353333333334,Optimal
21.9,9.3,0.0,2.56,40034.67,2024-09-24,667.2445,Optimal
23.3,11.6,0.0,2.97,39857.19,2024-09-25,664.2865,Optimal
25.0,11.8,0.0,2.85,39680.05,2024-09-26,661.3341666666668,Optimal
25.1,12.7,0.0,4.3,38926.45,2024-09-27,648.7741666666666,Optimal
26.3,15.0,0.0,4.78,39130.39,2024-09-28,652.1731666666667,Optimal
25.9,14.6,0.0,3.71,38825.98,2024-09-29,647.0996666666667,Optimal
26.4,13.4,0.0,4.45,38540.38,2024-09-30,642.3396666666666,Optimal
20.0,11.5,0.0,6.86,37872.77,2024-10-01,631.2128333333333,Optimal
20.8,9.1,0.0,6.6,38180.02,2024-10-02,636.3336666666667,Optimal
22.6,11.6,0.0,3.87,37576.0,2024-10-03,626.2666666666667,Optimal
20.1,10.9,0.5,3.91,37799.47,2024-10-04,629.9911666666667,Optimal
26.2,11.2,8.3,7.44,35214.13,2024-10-05,586.9021666666666,Moderate
17.7,11.3,0.0,7.46,37540.54,2024-10-06,625.6756666666666,Moderate
17.5,6.3,0.0,3.58,37432.53,2024-10-07,623.8755,Moderate
20.8,8.4,0.0,2.51,37321.48,2024-10-08,622.0246666666667,Optimal
20.6,8.3,0.0,3.83,37081.79,2024-10-09,618.0298333333334,Optimal
22.7,8.7,0.0,3.44,36920.77,2024-10-10,615.3461666666666,Optimal
25.7,14.0,0.0,3.88,33215.68,2024-10-11,553.5946666666666,Optimal
18.3,9.9,0.0,4.84,22045.47,2024-10-12,367.4245,Moderate
13.4,6.5,0.1,9.21,29516.63,2024-10-13,491.9438333333334,Poor
11.0,4.4,0.0,7.21,31400.3,2024-10-14,523.3383333333334,Poor
10.9,2.4,0.0,6.72,35843.8,2024-10-15,597.3966666666668,Poor
13.1,0.2,0.0,3.44,35721.87,2024-10-16,595.3645,Moderate
16.9,4.7,0.0,6.31,35598.61,2024-10-17,593.3101666666666,Moderate
19.1,7.7,0.0,5.21,35360.3,2024-10-18,589.3383333333334,Moderate
21.3,9.3,0.0,4.33,35144.72,2024-10-19,585.7453333333334,Optimal
24.9,13.6,0.0,5.12,34953.62,2024-10-20,582.5603333333333,Optimal
24.5,13.3,0.0,4.34,34860.75,2024-10-21,581.0125,Optimal
21.1,12.9,0.2,5.45,19620.39,2024-10-22,327.0065,Moderate
16.3,7.9,0.0,5.77,31406.98,2024-10-23,523.4496666666666,Moderate
16.5,3.5,7.9,6.11,29095.33,2024-10-24,484.9221666666666,Moderate
14.6,6.8,0.0,5.52,34475.59,2024-10-25,574.5931666666667,Poor
14.1,3.0,0.0,3.04,34337.73,2024-10-26,572.2955000000001,Moderate
15.0,4.6,0.0,5.23,34162.93,2024-10-27,569.3821666666666,Moderate
19.1,8.4,0.0,5.75,26405.17,2024-10-28,440.08616666666666,Moderate
26.2,17.8,0.0,7.18,27119.41,2024-10-29,451.99016666666665,Moderate
24.7,16.7,23.4,7.82,13935.03,2024-10-30,232.2505,Moderate
17.6,4.4,9.9,10.02,2021.34,2024-10-31,33.689,Poor
9.7,0.7,0.0,5.03,33302.67,2024-11-01,555.0445,Poor
13.9,2.4,1.0,4.0,24741.59,2024-11-02,412.3598333333333,Poor
14.6,7.6,43.2,6.51,0.0,2024-11-03,0.0,Poor
19.1,14.4,5.0,6.05,7248.2,2024-11-04,120.80333333333331,Poor
17.3,8.6,21.1,7.33,7.66,2024-11-05,0.1276666666666666,Poor
11.7,4.4,0.0,4.78,22817.55,2024-11-06,380.2925,Poor
13.6,2.3,0.0,4.29,31978.64,2024-11-07,532.9773333333334,Poor
14.2,4.9,0.0,3.67,31789.14,2024-11-08,529.819,Poor
12.5,4.9,2.4,4.67,6808.78,2024-11-09,113.47966666666666,Poor
12.9,8.6,4.2,5.72,9245.05,2024-11-10,154.08416666666665,Poor
9.7,1.9,0.0,6.98,31331.84,2024-11-11,522.1973333333333,Poor
9.4,-1.3,0.0,5.48,31169.53,2024-11-12,519.4921666666667,Poor
9.7,2.2,0.2,5.21,16078.23,2024-11-13,267.9705,Poor
11.9,4.6,1.3,4.14,24258.43,2024-11-14,404.30716666666666,Poor
12.6,5.3,0.0,2.82,29731.78,2024-11-15,495.5296666666666,Moderate
10.6,3.7,4.2,7.89,29653.79,2024-11-16,494.2298333333334,Poor
11.6,3.9,0.0,4.59,26576.32,2024-11-17,442.9386666666667,Poor
13.8,0.2,16.8,8.46,7391.95,2024-11-18,123.19916666666668,Poor
15.1,8.1,14.0,9.1,7148.12,2024-11-19,119.13533333333334,Poor
7.6,-1.4,1.5,6.52,9541.81,2024-11-20,159.03016666666664,Poor
5.6,-2.0,0.4,8.64,205.69,2024-11-21,3.428166666666667,Poor
7.3,2.9,0.0,5.41,11217.99,2024-11-22,186.9665,Poor
6.2,2.0,0.0,3.11,16811.13,2024-11-23,280.1855,Poor
8.7,0.6,0.0,4.84,11714.7,2024-11-24,195.245,Poor
6.4,-3.9,6.5,6.9,0.0,2024-11-25,0.0,Poor
1.8,-6.1,0.0,5.17,29426.9,2024-11-26,490.4483333333334,Poor
3.1,-5.3,0.0,3.98,27386.02,2024-11-27,456.4336666666667,Poor
-2.0,-5.0,0.0,6.05,1573.61,2024-11-28,26.22683333333333,Poor
-5.0,-9.2,0.1,6.28,17411.03,2024-11-29,290.1838333333333,Poor
-5.5,-11.5,0.0,4.9,28561.48,2024-11-30,476.0246666666666,Poor
-4.6,-12.0,0.0,4.74,27179.49,2024-12-01,452.9915,Poor
-3.5,-9.6,0.5,4.58,7709.13,2024-12-02,128.4855,Poor
-3.7,-7.9,0.0,5.38,25200.0,2024-12-03,420.0,Poor
3.5,-10.9,0.6,10.91,16106.04,2024-12-04,268.434,Poor
-4.5,-12.4,0.0,8.74,28469.56,2024-12-05,474.4926666666667,Poor
1.2,-9.7,0.0,4.6,24859.05,2024-12-06,414.3175,Poor
8.8,-2.4,0.0,6.29,26580.06,2024-12-07,443.001,Poor
10.2,-0.3,0.0,4.52,28454.25,2024-12-08,474.2375,Poor
7.8,0.0,0.0,6.02,28450.3,2024-12-09,474.1716666666667,Poor
-1.0,-3.1,0.0,4.79,1722.18,2024-12-10,28.703,Poor
-2.7,-16.4,0.5,7.67,14842.32,2024-12-11,247.372,Poor
-11.8,-18.6,0.0,6.12,28059.87,2024-12-12,467.6645,Poor
-8.3,-17.0,0.0,5.09,25476.52,2024-12-13,424.6086666666667,Poor
1.5,-7.5,8.1,6.28,0.0,2024-12-14,0.0,Poor
3.3,1.5,0.4,4.99,0.0,2024-12-15,0.0,Poor
4.6,1.4,4.8,6.81,6558.56,2024-12-16,109.30933333333334,Poor
1.6,-2.2,0.0,5.29,9137.71,2024-12-17,152.29516666666666,Poor
-1.3,-3.7,0.3,5.16,0.0,2024-12-18,0.0,Poor
-3.2,-4.7,8.5,5.76,0.0,2024-12-19,0.0,Poor
-3.4,-9.6,0.5,6.22,24984.53,2024-12-20,416.4088333333333,Poor
-8.3,-17.7,0.0,3.04,28238.2,2024-12-21,470.63666666666666,Poor
1.3,-11.3,0.0,5.66,16136.21,2024-12-22,268.9368333333333,Poor
2.7,0.1,4.7,4.95,10475.18,2024-12-23,174.58633333333333,Poor
0.9,-4.2,0.0,2.71,4267.4,2024-12-24,71.12333333333332,Poor
0.7,-6.4,0.0,3.0,159.55,2024-12-25,2.6591666666666667,Poor
3.0,-1.1,1.2,2.83,0.0,2024-12-26,0.0,Poor
7.4,3.1,17.5,3.8,10181.87,2024-12-27,169.69783333333334,Poor
6.8,1.5,4.9,5.39,17521.35,2024-12-28,292.0225,Poor
5.1,-1.2,0.0,2.87,5373.37,2024-12-29,89.55616666666667,Poor
2.0,-2.2,0.1,2.86,9868.14,2024-12-30,164.469,Poor
1.6,-1.4,0.6,5.84,0.0,2024-12-31,0.0,Poor
-1.4,-5.0,0.0,5.98,3650.38,2025-01-01,60.839666666666666,Poor
-2.2,-7.5,0.0,6.05,21606.59,2025-01-02,360.1098333333333,Poor
-5.8,-10.3,0.0,6.56,21736.98,2025-01-03,362.283,Poor
-7.6,-14.0,0.0,4.65,28267.47,2025-01-04,471.1245,Poor
-7.5,-13.9,0.0,4.77,25640.34,2025-01-05,427.339,Poor
-4.3,-10.0,0.0,5.05,11941.72,2025-01-06,199.02866666666665,Poor
-4.5,-12.4,0.0,3.03,16225.33,2025-01-07,270.42216666666667,Poor
-5.5,-13.9,0.0,2.92,28795.77,2025-01-08,479.9295,Poor
-1.9,-12.2,0.0,4.05,24743.86,2025-01-09,412.3976666666667,Poor
1.4,-5.0,0.4,4.42,18721.62,2025-01-10,312.027,Poor
-1.3,-7.8,0.3,4.85,7018.91,2025-01-11,116.98183333333331,Poor
-0.4,-9.5,0.3,6.98,0.0,2025-01-12,0.0,Poor
-8.9,-16.2,0.1,6.37,29534.38,2025-01-13,492.23966666666666,Poor
-10.9,-18.3,0.3,5.29,29228.16,2025-01-14,487.136,Poor
-3.9,-18.0,0.1,5.94,21430.15,2025-01-15,357.1691666666667,Poor
2.9,-4.5,0.0,7.22,13302.66,2025-01-16,221.711,Poor
7.8,-3.2,0.0,6.91,28602.99,2025-01-17,476.71650000000005,Poor
-1.5,-14.0,0.0,8.35,30162.69,2025-01-18,502.7115,Poor
-14.9,-20.4,0.0,5.88,30290.65,2025-01-19,504.8441666666667,Poor
-16.8,-21.6,0.0,5.01,28923.25,2025-01-20,482.0541666666667,Poor
-16.2,-26.0,0.0,6.03,30554.33,2025-01-21,509.2388333333334,Poor
-1.8,-15.5,0.8,8.73,8201.98,2025-01-22,136.69966666666667,Poor
-4.6,-15.9,0.1,6.23,30735.73,2025-01-23,512.2621666666666,Poor
-5.6,-20.4,0.0,4.73,23675.31,2025-01-24,394.5885,Poor
0.9,-6.7,0.0,7.88,27312.31,2025-01-25,455.2051666666667,Poor
-2.3,-13.0,0.0,5.23,31023.74,2025-01-26,517.0623333333334,Poor
4.4,-6.5,0.1,7.04,21640.15,2025-01-27,360.6691666666667,Poor
8.3,-4.2,0.0,8.13,31157.56,2025-01-28,519.2926666666667,Poor
5.0,-2.2,0.0,6.96,26978.2,2025-01-29,449.63666666666666,Poor
12.0,-1.9,0.0,4.61,31478.85,2025-01-30,524.6474999999999,Poor
7.7,-1.4,0.0,5.13,31633.8,2025-01-31,527.23,Poor
0.6,-5.5,0.0,6.66,6790.54,2025-02-01,113.17566666666669,Poor
8.8,-0.1,0.5,5.08,19833.11,2025-02-02,330.5518333333333,Poor
2.0,-3.4,0.0,5.41,0.0,2025-02-03,0.0,Poor
-3.8,-13.4,0.0,5.86,28755.02,2025-02-04,479.2503333333333,Poor
-1.5,-10.5,2.1,5.12,3509.23,2025-02-05,58.48716666666667,Poor
1.8,-7.9,0.7,9.43,28490.2,2025-02-06,474.8366666666667,Poor
0.2,-9.8,0.0,5.04,32032.04,2025-02-07,533.8673333333334,Poor
-1.9,-5.5,2.8,5.46,0.0,2025-02-08,0.0,Poor
-6.0,-13.9,0.0,5.06,28920.57,2025-02-09,482.0095,Poor
-3.1,-14.1,0.4,4.19,30321.83,2025-02-10,505.3638333333334,Poor
-8.7,-14.3,1.0,4.03,33463.17,2025-02-11,557.7194999999999,Poor
-9.6,-13.5,5.7,4.39,0.0,2025-02-12,0.0,Poor
-11.6,-18.0,0.2,4.74,34046.1,2025-02-13,567.435,Poor
-5.3,-18.6,3.4,5.38,0.0,2025-02-14,0.0,Poor
-3.4,-7.0,5.0,4.55,3581.85,2025-02-15,59.6975,Poor
-4.5,-16.2,0.2,6.44,25913.38,2025-02-16,431.8896666666667,Poor
-16.6,-21.9,0.0,5.31,34397.37,2025-02-17,573.2895000000001,Poor
-16.0,-24.7,0.0,4.0,34644.45,2025-02-18,577.4074999999999,Poor
-14.5,-20.3,0.0,4.1,29869.77,2025-02-19,497.8295,Poor
-7.0,-18.5,0.0,4.14,34921.47,2025-02-20,582.0245,Poor
-6.2,-17.4,0.0,5.2,35178.0,2025-02-21,586.3,Poor
-3.2,-11.9,0.0,5.42,35376.26,2025-02-22,589.6043333333333,Poor
5.2,-5.1,0.0,4.41,28610.12,2025-02-23,476.8353333333333,Poor
12.6,3.3,0.9,6.71,24278.34,2025-02-24,404.639,Poor
10.1,-0.0,2.9,4.03,36021.57,2025-02-25,600.3595,Poor
12.1,1.8,6.5,5.2,25678.51,2025-02-26,427.97516666666667,Poor
9.3,0.7,0.4,9.33,36487.48,2025-02-27,608.1246666666667,Poor
12.1,-1.8,0.0,10.91,21969.29,2025-02-28,366.1548333333333,Poor
-1.7,-7.3,0.0,7.03,37067.88,2025-03-01,617.798,Poor
3.9,-10.0,0.0,3.32,37251.12,2025-03-02,620.8520000000001,Moderate
14.3,-0.7,0.0,4.96,29439.95,2025-03-03,490.66583333333335,Poor
13.4,5.2,14.5,4.9,10263.75,2025-03-04,171.0625,Poor
5.9,-2.0,15.4,10.29,0.0,2025-03-05,0.0,Poor
2.5,-6.6,0.0,5.63,37866.67,2025-03-06,631.1111666666667,Poor
4.5,-1.0,3.4,3.62,6553.72,2025-03-07,109.22866666666668,Poor
9.7,-3.7,0.0,7.37,38019.3,2025-03-08,633.6550000000001,Poor
16.3,-0.8,0.0,7.1,38095.08,2025-03-09,634.918,Moderate
